dur,spkts,dpkts,sbytes,dbytes,rate,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.478691,10,6,612,268,31.335454,9208.445312,3743.542236,2,1,49.973111,84.348602,2510.583005,107.786703,255,4138596712,1421002939,255,0.110461,0.056945,0.053516,61,45,0,0,8,1,2,1,1,7,0,0,0,2,9,0,0
3e-06,2,0,200,0,333333.3215,266666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,8,8,8,8,0,0,0,8,14,0,1
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,4,0,0,0,19,3,0,1
0.488892,10,8,818,1082,34.772507,12059.92383,15496.26563,2,2,54.321333,64.194715,3071.730856,115.064422,255,2404121149,760903794,255,0.09214,0.038823,0.053317,82,135,1,139,2,1,1,1,1,2,0,0,1,1,2,0,0
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,2,2,1,2,0,0,0,3,13,0,1
0.609602,10,6,586,268,24.60622,6929.111328,2939.623047,2,1,64.656222,106.677,3440.601721,167.795297,255,2259166440,2486574518,255,0.119418,0.076208,0.04321,59,45,0,0,3,1,1,1,1,3,0,0,0,2,5,0,0
1.187554,10,10,830,1408,15.999272,5032.192383,8541.927734,2,2,131.854778,125.149891,8339.820737,203.704609,255,3466382449,273695451,255,0.139132,0.061196,0.077936,83,141,1,254,3,1,1,1,1,3,0,0,1,1,3,0,0
1.357905,18,20,1012,4242,27.247855,5632.205566,23742.45508,6,8,79.876118,67.991948,3817.692304,3539.033333,255,1371968810,3452330981,255,0.135685,0.066057,0.069628,56,212,0,0,2,1,1,1,1,1,0,0,0,2,1,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,12,2,3,3,3,3,0,0,0,4,12,0,1
0.790029,10,8,574,354,21.518198,5235.250977,3139.125244,2,1,87.781,104.065859,4632.645012,213.301234,255,1431597617,247953055,255,0.110642,0.060879,0.049763,57,44,0,0,13,1,1,1,1,5,0,0,0,2,5,0,0
0.822284,10,6,1014,268,18.241873,8882.576172,2179.295654,2,1,87.447333,152.261594,5851.390438,273.226625,255,781904746,1193032673,255,0.1445,0.060967,0.083533,101,45,0,0,8,1,1,2,1,4,0,0,0,3,5,0,0
0.469169,10,6,2516,268,31.971422,38621.47656,3819.519287,2,1,51.979556,71.972,2633.830231,103.108125,255,4071435201,4158733509,255,0.186088,0.109301,0.076787,252,45,0,0,4,1,1,1,1,2,0,0,0,3,2,0,0
0.787843,122,126,7808,15182,313.514245,78634.96094,152944.1875,30,32,6.508091,6.298664,439.091685,435.596076,255,2421098166,276769104,255,0.000661,0.000505,0.000156,64,120,0,0,2,0,7,1,1,1,0,0,0,2,7,0,0
0.033917,48,48,2958,30622,2800.955384,683315.1875,7072560.0,7,17,0.714149,0.708702,45.627439,1.264026,255,3977503462,1855924971,255,0.000764,0.000605,0.000159,62,638,0,0,4,0,1,1,1,1,0,0,0,3,12,0,0
0.001022,2,2,146,178,2935.420795,571428.5625,696673.1875,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,9,0,3,1,1,1,0,0,0,4,9,0,0
0.243315,10,6,490,268,61.648481,14499.72266,7364.938477,2,1,25.431556,39.927602,1244.59863,55.238078,255,2578080603,3360776464,255,0.070174,0.043668,0.026506,49,45,0,0,9,1,4,3,1,9,0,0,0,4,9,0,0
0.337021,10,6,904,268,44.507613,19322.23828,5317.17627,2,1,34.746556,50.204199,1736.221822,66.428461,255,2503250943,522414835,255,0.116441,0.08599,0.030451,90,45,1,0,2,1,1,1,1,1,0,0,1,9,1,0,1
0.692329,8,6,492,268,18.7772,2588.364746,4980.291016,1,1,82.708859,138.465797,111.822672,243.747125,255,4152350647,4005819124,255,0.0,0.0,0.0,62,45,0,0,3,1,1,1,1,1,0,0,0,1,3,0,1
1.125064,14,12,774,642,22.220958,5112.598145,4188.206055,4,3,85.520308,97.886273,4743.803012,146.196828,255,3760152371,2408354119,255,0.15083,0.048312,0.102518,55,54,0,0,2,1,2,1,1,2,0,0,0,1,3,0,0
7e-06,2,0,200,0,142857.1409,114285712.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,9,2,4,4,4,9,0,0,0,13,9,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,43,43,0,1
16.044233,12,0,540,0,0.685605,246.817657,0.0,11,0,1458.56675,0.0,2845.959,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,8,6,5,2,2,7,0,0,0,5,8,0,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
0.706168,10,8,580,354,24.073592,5913.606934,3511.912109,2,1,75.286444,91.277711,5100.27107,149.179688,255,3876104621,3967729640,255,0.110861,0.067216,0.043645,58,44,0,0,3,1,3,2,1,3,0,0,0,2,5,0,0
1.759246,6,2,998,86,3.978977,3783.438965,195.538315,2,1,351.8492,0.009,18286.92535,0.0,255,3664749418,1945252719,255,0.629374,0.257071,0.372303,166,43,0,0,3,3,1,1,1,3,0,0,0,1,3,0,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,19,2,19,19,19,19,0,0,0,20,19,0,1
1.005697,12,18,1580,10168,28.835723,11526.33398,76396.76563,3,5,91.395362,59.130587,9529.820384,7674.072602,255,1448882335,1449888656,255,0.000594,0.000472,0.000122,132,565,1,3924,2,0,2,1,1,1,0,0,1,3,3,0,0
0.683588,12,8,5070,354,27.794518,54395.33594,3627.916016,3,1,60.411634,86.695711,3639.675821,178.682625,255,2672853675,1722915300,255,0.108056,0.076717,0.031339,423,44,0,0,3,1,1,1,1,2,0,0,0,1,2,0,0
0.537756,10,6,544,268,27.89369,7289.55127,3332.366211,2,1,57.470333,86.195,3051.528913,130.666313,255,1268436392,3112248123,255,0.167619,0.106772,0.060847,54,45,0,0,3,1,1,1,1,4,0,0,0,1,3,0,0
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,18,18,18,43,0,0,0,19,43,0,1
1.1e-05,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,2,0,0,0,6,3,0,1
1e-05,2,0,200,0,100000.0025,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,8,2,3,2,2,3,0,0,0,6,7,0,1
0.611556,18,16,1010,3910,53.960717,12479.64258,47956.35938,6,6,35.915706,40.243865,1789.697957,2008.703121,255,1494964644,3492706813,255,0.052876,0.007873,0.045003,56,244,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
1.1e-05,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,3,2,2,3,0,0,0,7,10,0,1
2e-06,2,0,1066,0,500000.0013,2132000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,36,2,12,12,1,35,0,0,0,12,35,0,0
8e-06,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,10,2,5,4,4,4,0,0,0,4,10,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,28,2,20,20,13,28,0,0,0,20,28,0,1
0.143146,4,4,512,304,48.901124,21460.60742,12742.23535,0,0,30.674334,43.344,43.365918,61.289187,0,0,0,0,0.0,0.0,0.0,128,76,0,0,8,0,2,1,1,2,0,0,0,2,9,0,0
0.226762,10,10,882,3734,83.78829,28011.74805,118573.6641,2,3,25.195778,24.062222,1204.484178,1723.676806,255,700089717,3486713635,255,0.06297,0.009155,0.053815,88,373,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.0,1,0,46,0,0.0,0.0,0.0,0,0,60000.736,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,19,18,18,26,0,0,0,21,23,0,1
0.358837,10,6,574,268,41.801708,11526.12402,4993.910645,2,1,38.074222,62.438602,1852.767137,89.823203,255,1771798984,4033301387,255,0.088474,0.04664,0.041834,57,45,0,0,7,1,2,2,1,6,0,0,0,2,6,0,0
2.04897,10,8,556,354,8.296852,1956.104736,1210.364258,2,1,222.989333,279.882844,15030.56898,385.694625,255,1523097368,3823102655,255,0.196137,0.089787,0.10635,56,44,0,0,4,1,3,2,2,3,0,0,0,4,3,0,0
0.012871,44,46,2766,24004,6914.769646,1680677.5,14595913.0,7,16,0.291419,0.274356,0.0,16.354346,255,647443520,2799099304,255,0.000672,0.000521,0.000151,63,522,0,0,8,0,2,1,1,1,0,0,0,4,4,0,0
0.409373,10,6,1836,268,36.641402,32303.06055,4377.42627,2,1,36.39,73.655602,1781.490464,90.83043,255,1525040593,4173670953,255,0.099419,0.041085,0.058334,184,45,0,0,6,1,1,1,1,1,0,0,0,2,1,0,1
0.072161,84,86,4862,79882,2341.985397,532697.75,8753094.0,7,36,0.864855,0.842435,0.0,52.707753,255,3402930399,3411117307,255,0.000692,0.000551,0.000141,58,929,0,0,6,0,3,1,1,1,0,0,0,5,7,0,0
1.459893,12,8,886,1052,13.014653,4455.121094,5046.945312,2,2,132.717551,201.932141,7256.237188,309.623344,255,3707827156,1401487854,255,0.132096,0.045756,0.08634,74,132,1,123,1,1,1,1,1,1,0,0,1,1,1,0,0
0.425418,6,2,998,86,16.454405,15645.78906,808.616516,2,1,85.0836,0.007,4892.413225,0.0,255,3127655170,30956164,77,0.333593,0.296052,0.037541,166,43,0,0,8,3,3,3,1,8,0,0,0,3,8,0,0
0.26271,72,74,4238,65118,551.93939,127288.6406,1956195.0,7,30,3.695845,3.591959,231.926098,228.75479,255,1619174049,1724515212,255,0.000645,0.000493,0.000152,59,880,0,0,8,0,5,1,1,1,0,0,0,8,6,0,0
1.227605,10,8,566,354,13.848103,3323.544678,2020.193848,2,1,132.800889,165.239141,7673.566359,276.087562,255,3734943404,2121227552,255,0.156914,0.070925,0.085989,57,44,0,0,3,1,1,1,1,1,0,0,0,1,3,0,1
1.355783,32,30,5508,4400,44.992451,31485.86523,25101.36328,13,13,43.448547,46.492723,2077.124653,51.107898,255,1093112863,2453950900,255,0.052806,0.007483,0.045323,172,147,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
6e-06,2,0,200,0,166666.6608,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,2,2,2,4,0,0,0,11,4,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,25,25,25,39,0,0,0,25,39,0,1
9e-06,2,0,1064,0,111111.1072,472888864.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,6,2,3,3,1,6,0,0,0,4,6,0,0
0.001166,2,2,132,164,2572.898731,452830.1875,562607.1875,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,4,0,9,2,2,3,0,0,0,12,2,0,0
1.568207,22,20,5892,1912,26.144507,28695.19141,9269.18457,8,8,74.676525,77.349266,3776.415615,92.636141,255,3871866231,1124187258,255,0.175425,0.097875,0.07755,268,96,0,0,2,1,1,1,1,1,0,0,0,5,1,0,1
0.221357,80,80,4654,71834,718.296679,166102.7188,2563713.75,7,33,2.797342,2.794392,159.832512,4.1636,255,1157802376,1158076546,255,0.000733,0.000596,0.000137,58,898,0,0,10,0,4,1,1,1,0,0,0,3,6,0,0
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,5,7,0,1
1e-06,2,0,114,0,1000000.003,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,3,3,3,3,0,0,0,3,7,0,1
22.04829,20,0,1280,0,0.861745,441.213348,0.0,0,0,1160.436375,0.0,1438.506125,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
0.886881,60,14,68043,612,82.310931,603544.3125,5132.59375,27,1,14.424847,62.865539,1463.15417,78.279195,255,2127804024,1533585713,255,0.124039,0.069626,0.054413,1134,44,0,0,3,1,1,2,1,2,0,0,0,2,2,0,0
0.051848,44,46,2766,24004,1716.556028,417219.5625,3623360.5,7,16,1.198349,1.139822,0.0,68.981549,255,1635449804,1653779432,255,0.000706,0.000553,0.000153,63,522,0,0,6,0,3,1,1,2,0,0,0,3,3,0,0
0.001911,4,4,512,304,3663.003664,1607535.375,954474.125,0,0,0.451333,0.275333,0.631918,0.378774,0,0,0,0,0.0,0.0,0.0,128,76,0,0,3,0,6,1,1,2,0,0,0,4,6,0,0
2.772711,30,16,22234,850,16.229603,62012.95313,2299.554443,11,4,95.610729,173.863859,6866.18321,297.364375,255,2541534234,836759162,255,0.191003,0.094776,0.096227,741,53,0,0,2,1,1,1,1,1,0,0,0,1,1,0,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,4,4,4,4,0,0,0,6,13,0,1
0.001023,2,2,146,178,2932.551349,570870.0,695992.1875,0,0,0.01,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,6,1,1,1,0,0,0,3,1,0,0
5e-06,2,0,200,0,200000.0051,160000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,2,2,2,5,0,0,0,2,5,0,1
0.413252,6,4,278,182,21.778479,4491.206543,2652.134766,1,1,79.6378,135.463672,4872.064689,191.566062,255,4214206427,2632604291,255,0.058634,0.006854,0.05178,46,46,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.013198,8,10,1044,824,1288.073914,554023.3125,449765.0938,2,2,1.834286,1.408778,102.219617,2.652023,255,2970020379,835217876,255,0.000779,0.000516,0.000263,131,82,1,83,1,0,1,1,1,1,0,0,1,11,4,0,0
0.367414,28,30,4192,3080,155.138346,88031.48438,64842.38672,7,7,13.595666,12.649482,700.101945,17.133307,255,4153353499,2251273621,255,0.00071,0.000575,0.000135,150,103,0,0,10,0,7,1,1,4,0,0,0,5,12,0,0
0.0,1,0,46,0,0.0,0.0,0.0,0,0,60000.664,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,4,4,4,4,0,0,0,11,13,0,1
8e-06,2,0,104,0,125000.0003,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,4,2,1,1,1,4,0,0,0,1,5,0,0
0.384587,6,2,978,86,18.201344,16953.25195,894.466064,2,1,76.9174,0.005,4875.375638,0.0,255,2525948100,2024252051,255,0.342163,0.194779,0.147384,163,43,0,0,8,3,2,2,1,7,0,0,0,4,7,0,0
3e-06,2,0,78,0,333333.3215,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
2.1e-05,2,0,178,0,47619.048,33904764.0,0.0,0,0,0.021,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,89,0,0,0,15,2,4,4,1,4,0,0,0,4,12,0,1
1.735369,10,8,514,354,9.796188,2134.416504,1429.090942,2,1,192.818778,223.902578,10532.45256,364.6485,255,68951199,3389572744,255,0.229306,0.113552,0.115754,51,44,0,0,4,1,1,1,1,1,0,0,0,2,1,0,1
9e-06,2,0,78,0,111111.1072,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,5,2,2,2,1,5,0,0,0,2,5,0,0
2.914933,50,24,41155,1920,25.043458,110690.7109,5049.858887,22,8,59.488428,123.562609,4537.227557,169.2735,255,523914899,2601619049,255,0.168872,0.072192,0.09668,823,80,0,0,1,1,2,1,1,1,0,0,0,1,1,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,7,7,4,7,0,0,0,8,17,0,1
3e-06,2,0,114,0,333333.3215,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
1.7e-05,2,0,168,0,58823.52838,39529412.0,0.0,0,0,0.017,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,2,0,1
2.103809,18,18,1030,3222,16.63649,3699.955322,11571.3916,6,7,123.753471,118.614297,6630.031922,160.208313,255,2870318441,472131315,255,0.12824,0.052322,0.075918,57,179,0,0,1,1,4,1,1,7,0,0,0,5,2,0,1
2.531032,122,126,7814,15296,97.588648,24495.93555,47964.625,30,32,20.914612,20.244073,1204.142885,1187.184645,255,2263755952,2265286826,255,0.000664,0.000519,0.000145,64,121,0,0,3,0,1,1,1,1,0,0,0,1,7,0,0
5.574608,32,14,22740,728,8.072317,31614.7793,970.113098,12,3,179.136351,422.712531,16682.96167,745.21275,255,454924158,2666175115,255,0.230446,0.079336,0.15111,711,52,0,0,3,1,1,1,1,2,0,0,0,1,3,0,0
0.314381,12,6,5506,268,54.074514,128455.6016,5700.089844,3,1,28.107092,56.416602,2195.363984,107.05657,255,21148142,3357101930,255,0.067797,0.03229,0.035507,459,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,18,18,18,18,0,0,0,18,18,0,1
0.688948,10,10,908,2000,27.57828,9498.540039,20901.43359,2,2,76.549778,69.235109,5070.32997,112.85018,255,3020503365,2118146627,255,0.129972,0.047353,0.082619,91,200,1,476,1,1,1,1,1,1,0,0,1,3,1,0,1
0.482753,16,10,916,556,51.786316,14235.02246,8302.381836,5,3,31.263134,49.158,1582.461664,70.427164,255,2953685188,2542759006,255,0.095179,0.040327,0.054852,57,56,0,0,6,1,1,1,1,6,0,0,0,1,6,0,0
0.65825,10,8,554,354,25.826055,6064.56543,3767.565674,2,1,73.138889,74.574,4394.074257,115.238695,255,3770272802,75810072,255,0.129335,0.087687,0.041648,55,44,0,0,6,1,2,2,1,6,0,0,0,2,6,0,0
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,11,2,7,7,3,7,0,0,0,7,11,0,1
1.794612,10,8,1506,354,9.472799,6044.760254,1381.914307,2,1,195.967778,236.212141,11321.06201,346.99425,255,2904679327,1867044245,255,0.26245,0.14112,0.12133,151,44,0,0,2,1,2,1,1,1,0,0,0,2,1,0,0
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,7,7,4,7,0,0,0,7,16,0,1
1.1e-05,2,0,200,0,90909.0902,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,7,2,5,4,4,5,0,0,0,8,7,0,1
0.052673,44,46,2766,24004,1689.670203,410684.7813,3566609.0,7,16,1.217047,1.158,72.561179,71.204028,255,1683326107,1700059786,255,0.000694,0.000559,0.000135,63,522,0,0,4,0,2,1,1,1,0,0,0,6,10,0,0
1.054376,10,10,818,1244,18.020137,5591.933105,8497.916992,2,2,117.152889,110.734445,6677.337092,234.286859,255,3116305337,3930373735,255,0.122741,0.057108,0.065633,82,124,1,177,2,1,1,1,1,2,0,0,1,4,2,0,0
1e-05,2,0,168,0,100000.0025,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,5,2,1,1,1,1,0,0,0,3,1,0,1
0.914585,20,8,17286,354,29.521586,143645.4844,2711.612305,7,1,48.102315,113.24,4543.96955,171.416859,255,3930147230,3967954736,255,0.208458,0.121895,0.086563,864,44,0,0,6,1,2,2,1,1,0,0,0,2,4,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,6,2,3,3,3,3,0,0,0,3,6,0,1
0.107227,84,86,4862,79882,1576.095608,358491.8125,5890606.0,7,36,1.287446,1.255459,86.376279,84.30527,255,1323098816,3484384303,255,0.000656,0.000509,0.000147,58,929,0,0,4,0,2,1,1,1,0,0,0,3,7,0,0
8e-06,2,0,200,0,125000.0003,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,4,3,3,6,0,0,0,21,5,0,1
1.546166,10,8,830,1352,10.994939,3865.044434,6120.947266,2,2,171.780111,207.066719,11381.54292,436.199656,255,2071581644,3110396463,255,0.170927,0.096689,0.074238,83,169,1,274,2,1,2,1,1,2,0,0,4,1,3,0,0
1.39266,20,12,9256,642,22.25956,50516.27734,3383.453125,7,3,73.297895,113.83918,4113.739701,152.224984,255,1712286014,1437860939,255,0.202619,0.109345,0.093274,463,54,0,0,3,1,1,1,1,1,0,0,0,1,2,0,1
4e-06,2,0,114,0,250000.0006,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,39,2,14,14,14,39,0,0,0,14,39,0,1
0.001134,2,2,130,162,2645.502599,458553.7813,571428.5625,0,0,0.01,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,2,1,1,0,0,0,2,1,0,0
0.001122,2,2,146,178,2673.796684,520499.0938,634581.0625,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,5,3,1,1,0,0,0,4,4,0,0
0.65065,14,12,784,678,38.423114,8951.048828,7647.736816,4,4,50.049999,53.445453,2501.187078,63.703379,255,51986972,882991204,255,0.093267,0.041034,0.052233,56,57,0,0,7,1,2,2,2,7,0,0,0,2,7,0,0
9e-06,2,0,114,0,111111.1072,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,18,43,0,0,0,44,43,0,1
0.274035,12,8,1008,762,69.334207,26974.65625,19471.96484,3,2,23.627183,35.014,1169.310039,45.939074,255,1257108828,2612629473,255,0.063441,0.028936,0.034505,84,95,0,0,9,1,3,3,1,3,0,0,0,3,8,0,1
0.708605,10,6,534,268,21.168352,5430.388184,2528.912354,2,1,78.733889,111.298,3897.939695,191.759922,255,3361844290,3448581641,255,0.194451,0.104592,0.089859,53,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0
7.961623,8,0,360,0,0.879218,316.518372,0.0,7,0,1137.37475,0.0,2205.14975,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,49,6,22,2,2,48,0,0,0,23,48,0,0
4e-06,2,0,1272,0,250000.0006,1272000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,636,0,0,0,15,2,11,11,1,11,0,0,0,12,15,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,3,3,3,3,0,0,0,4,18,0,1
1.1e-05,2,0,114,0,90909.0902,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
5e-06,2,0,114,0,200000.0051,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,43,43,0,1
8e-06,2,0,114,0,125000.0003,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,45,2,43,43,25,45,0,0,0,43,45,0,1
0.786533,10,8,790,1246,21.613842,7231.737305,11096.80078,2,2,87.392556,105.795141,5319.523888,210.387141,255,1747331460,2329441024,255,0.105563,0.035593,0.06997,79,156,1,221,2,1,1,1,1,2,0,0,1,1,2,0,0
1.196097,10,8,1448,450,14.212894,8721.700195,2635.237793,2,2,130.221333,159.474422,7619.517644,220.934609,255,969231125,1605795701,255,0.184602,0.079763,0.104839,145,56,0,0,5,1,1,1,1,1,0,0,0,2,1,0,1
1.677752,60,14,68193,612,43.510602,319746.9063,2713.154297,27,1,27.183932,118.924383,2814.707527,168.464687,255,1665758347,266496174,255,0.233075,0.131732,0.101343,1137,44,1,0,5,1,1,1,1,2,0,0,1,1,2,0,0
1e-05,2,0,584,0,100000.0025,233600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,292,0,0,0,7,2,3,3,1,3,0,0,0,3,7,0,1
0.00494,4,4,568,304,1417.004078,689878.5625,369230.7813,0,0,1.286,1.103667,1.808074,1.549507,0,0,0,0,0.0,0.0,0.0,142,76,0,0,19,0,5,1,1,4,0,0,0,6,8,0,0
1e-05,2,0,168,0,100000.0025,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,1
1e-05,2,0,114,0,100000.0025,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,3,7,0,0,0,7,10,0,1
